[21.03.2016 | 23:06:58] Talorin.Goldberry: Welche Partei ist die AFV?
[25.06.2016 | 20:39:56] Ron.Noname: geht auch net
[25.06.2016 | 20:40:00] Florian.Mrpacman: hä
[25.06.2016 | 20:40:13] Florian.Mrpacman: was steht denn da ?
[25.06.2016 | 20:40:24] Florian.Mrpacman: kommst du über pc oder handy ?
[25.06.2016 | 20:40:31] Ron.Noname: wtf ich bin da gebannt wegen serverer werbung O.o
[25.06.2016 | 20:40:54] Florian.Mrpacman: lol 
[25.06.2016 | 20:40:56] Ron.Noname: ja
[25.06.2016 | 20:41:12] Ron.Noname: Ist Alex.Aggas bei euch im Team?
[25.06.2016 | 20:41:47] Florian.Mrpacman: bist entbannt 
[25.06.2016 | 20:41:51] Ron.Noname: ok
[25.06.2016 | 21:14:57] Ron.Noname: Guten Tag, mein Name ist Officer Ron.Noname.
[25.06.2016 | 21:15:01] Ron.Noname: Könnte ich bitte Ihren Personalausweis sehen?
[25.06.2016 | 21:15:02] Ron.Noname: Sind Sie mit einer Durchsuchung unserer Seite einverstanden?
[25.06.2016 | 21:15:03] Ron.Noname: Vielen Dank für Ihre Kooperation, Sie dürfen nun weiterfahren!
[25.06.2016 | 21:19:48] Florian.Mrpacman: bestellen police car lvpd
[25.06.2016 | 21:23:37] Florian.Mrpacman: verkaufe 235335
[25.06.2016 | 21:30:49] Florian.Mrpacman: 1139
[25.06.2016 | 22:11:34] /me Florian.Mrpacman: trinkt einen Kaffee.
[26.06.2016 | 00:09:40] /me Florian.Mrpacman: verwendet sein Reparatur Kit.
[26.06.2016 | 06:40:50] /me Florian.Mrpacman: trinkt einen Kaffee.
[26.06.2016 | 06:40:55] /me Florian.Mrpacman: trinkt einen Kaffee.
[26.06.2016 | 06:40:58] /me Florian.Mrpacman: trinkt einen Kaffee.
[26.06.2016 | 06:41:02] /me Florian.Mrpacman: trinkt einen Kaffee.
[26.06.2016 | 06:41:05] /me Florian.Mrpacman: trinkt einen Kaffee.
[26.06.2016 | 17:31:06] /me Marcel.Paul: verwendet sein Radio.
[27.06.2016 | 21:21:00] /me Florian.Mrpacman: hat einen Kofferraum (Fahrzeug: Police LS) geöffnet.
[27.06.2016 | 21:24:11] Florian.Mrpacman: annehmen fuerschein
[27.06.2016 | 21:25:29] Florian.Mrpacman: toll
[28.06.2016 | 19:40:54] /me Florian.Mrpacman: trinkt einen Kaffee.
[28.06.2016 | 20:08:29] Matze.Gamingtv: Fahr mal zu dein Haus#
[28.06.2016 | 20:08:36] Florian.Mrpacman: wow ich weis sjetzt auch die autos
[28.06.2016 | 20:09:08] Matze.Gamingtv: Ich hab über 10 Autos, Und davon sind nicht nur die 5 dabei
[28.06.2016 | 20:09:43] Matze.Gamingtv: Was den schon wieder mit dein I-Net los
[28.06.2016 | 20:12:37] Matze.Gamingtv: da wurde wohl eine lua nicht geladen
[28.06.2016 | 20:14:30] Florian.Mrpacman: bin im ts 
[28.06.2016 | 20:19:19] Matze.Gamingtv: Dein VIP Car
[28.06.2016 | 20:19:27] Florian.Mrpacman: lol das ist ein soundcar 
[28.06.2016 | 20:19:52] Matze.Gamingtv: Der ist kein Soundcar
[28.06.2016 | 20:20:41] Matze.Gamingtv: Ich bin dann mal Off, Muss Duschen, Dann essen, Dann Nachtschicht
[28.06.2016 | 20:21:23] Florian.Mrpacman: das in ein sound car wusste ich garnicht
[29.06.2016 | 15:06:18] Florian.Mrpacman: ./mrgate
[29.06.2016 | 15:19:46] /me Florian.Mrpacman: hat einen Joint geraucht.
[29.06.2016 | 15:28:00] /me Marcel.Redhead: hat einen Joint geraucht.
[29.06.2016 | 15:37:29] Florian.Mrpacman:  Danke für ihre Kooperation,Sie dürfen nun weiterfahren.
[29.06.2016 | 16:50:53] Marcel.Redhead: 7PISS
[29.06.2016 | 17:38:16] Matze.Gamingtv: ./fuererschein annehmen
[29.06.2016 | 18:08:26] Matze.Gamingtv: Steig mal aus
[29.06.2016 | 18:08:37] Matze.Gamingtv: Muss AFK
[29.06.2016 | 18:08:53] Florian.Mrpacman: matze 
[29.06.2016 | 18:08:57] Matze.Gamingtv: Kurz AFK
[29.06.2016 | 18:09:01] Matze.Gamingtv: ca 30 min wieder da
[29.06.2016 | 18:09:09] Florian.Mrpacman: welche autos bekommt die fahrschule
[29.06.2016 | 18:09:47] /me Marcel.Redhead: hat einen Kofferraum (Fahrzeug: Uranus) geöffnet.
[29.06.2016 | 18:25:05] Tom.Reck: t
[29.06.2016 | 18:25:17] Florian.Mrpacman: guten tag
[29.06.2016 | 18:25:23] Tom.Reck: hallo
[29.06.2016 | 18:25:45] Tom.Reck: darf ich mit fahren
[29.06.2016 | 18:25:50] Florian.Mrpacman: ja natürlich
[29.06.2016 | 18:26:01] Tom.Reck: sorry
[29.06.2016 | 18:27:22] Florian.Mrpacman: warten sie
[29.06.2016 | 18:27:55] Florian.Mrpacman: wollen sie nicht die  scheine
[29.06.2016 | 18:28:00] Tom.Reck: doch
[29.06.2016 | 18:28:43] Tom.Reck: danke
[29.06.2016 | 18:29:05] Tom.Reck: annehmen Fuehrerschein
[29.06.2016 | 18:30:09] Tom.Reck: zum waffenshop
[29.06.2016 | 18:30:12] Tom.Reck: bitte
[29.06.2016 | 18:30:14] Florian.Mrpacman: wollen sie noch zum autohaus ?
[29.06.2016 | 18:30:20] Tom.Reck: waffenshop erst
[29.06.2016 | 18:30:25] Tom.Reck: warten sie bitte hier
[29.06.2016 | 18:30:37] Tom.Reck: tut mir leid
[29.06.2016 | 18:31:36] Tom.Reck: habe kein waffenschein
[29.06.2016 | 18:31:40] Florian.Mrpacman: schonmal rp gespielt ?
[29.06.2016 | 18:31:43] Tom.Reck: ja
[29.06.2016 | 18:32:04] Florian.Mrpacman: haben sie denn ts
[29.06.2016 | 18:32:08] Tom.Reck: ja
[29.06.2016 | 18:33:22] Tom.Reck: do the radio please off
[29.06.2016 | 18:33:33] Tom.Reck: hanks
[29.06.2016 | 18:33:40] Tom.Reck: sorry
[29.06.2016 | 18:33:43] Tom.Reck: englisch
[29.06.2016 | 18:33:45] Tom.Reck: xD
[29.06.2016 | 18:33:51] Tom.Reck: ist Marcel admin ?
[29.06.2016 | 18:34:00] Florian.Mrpacman: matze
[29.06.2016 | 18:34:28] Tom.Reck: ab wie viel jahre ist Polizei ?
[29.06.2016 | 18:35:26] Tom.Reck: Marcel ?
[29.06.2016 | 18:35:36] Marcel.Redhead: ja
[29.06.2016 | 18:35:44] Tom.Reck: wie kann ich einen report machen ?
[29.06.2016 | 18:35:55] Tom.Reck: also support
[29.06.2016 | 18:36:18] Florian.Mrpacman: ich bin übrings der supporter 
[29.06.2016 | 18:36:26] Tom.Reck: ja aber ich möchte polizei werden
[29.06.2016 | 18:36:54] Tom.Reck: Matze
[29.06.2016 | 18:36:57] Tom.Reck: ?
[29.06.2016 | 18:37:09] Tom.Reck: matze
[29.06.2016 | 18:37:14] Matze.Gamingtv: Bei Fragen an Florian
[29.06.2016 | 18:37:24] Tom.Reck: ja aber ich möchte Polizist werden
[29.06.2016 | 18:37:31] Florian.Mrpacman: komm mal auf diese adresse also ts 79.133.59.107
[29.06.2016 | 18:37:36] Tom.Reck: ok
[29.06.2016 | 18:37:41] Tom.Reck: muss essen bis gleich
[29.06.2016 | 18:42:29] Tom.Reck: bin da
[29.06.2016 | 18:42:42] Florian.Mrpacman: würdest du dann mal in denn ts kommen
[29.06.2016 | 18:44:00] Matze.Gamingtv: wtf
[29.06.2016 | 18:44:07] Marcel.Redhead: was
[29.06.2016 | 18:44:12] Matze.Gamingtv: 12 Jahre
[29.06.2016 | 18:44:25] Marcel.Redhead: jap
[29.06.2016 | 18:44:56] Marcel.Redhead: schleima
[29.06.2016 | 18:45:09] Matze.Gamingtv: jup, Schleimer :D
[29.06.2016 | 18:45:18] Marcel.Redhead: sag das mal mit dem auto
[29.06.2016 | 18:45:46] Marcel.Redhead: ok
[29.06.2016 | 18:46:09] Marcel.Redhead: oha die felgen
[29.06.2016 | 18:46:58] Florian.Mrpacman: wd
[29.06.2016 | 18:52:50] Matze.Gamingtv: Fahr mal PD
[29.06.2016 | 18:52:51] Matze.Gamingtv: LS
[29.06.2016 | 18:53:10] Matze.Gamingtv: Police Department Los Santos
[29.06.2016 | 18:54:54] Matze.Gamingtv: Danks
[29.06.2016 | 18:55:01] Marcel.Redhead: bitte
[29.06.2016 | 18:55:44] Marcel.Redhead: was wilst du hir
[29.06.2016 | 18:55:52] Matze.Gamingtv: Hab was vergessen
[29.06.2016 | 18:56:04] Marcel.Redhead: ok
[29.06.2016 | 19:03:00] Marcel.Redhead: gibt es hir ein klo?
[29.06.2016 | 19:04:01] Marcel.Redhead: gibt es hir ein klo mus pipi
[29.06.2016 | 19:08:50] Matze.Gamingtv: ./autoanfirma
[29.06.2016 | 19:21:22] Matze.Gamingtv: abdel
[29.06.2016 | 19:24:05] Florian.Mrpacman: ./autoanfirma
[29.06.2016 | 19:24:40] /me Tom.Reck: hat einen Kofferraum (Fahrzeug: Bloodring Banger) geöffnet.
[29.06.2016 | 19:27:58] Marcel.Redhead: flo?
[29.06.2016 | 19:29:23] Tom.Reck: ./perso Tom.Reck
[29.06.2016 | 19:30:44] /me Tom.Reck: hat einen Kofferraum (Fahrzeug: Uranus) geöffnet.
[29.06.2016 | 19:30:59] /me Florian.Mrpacman: hat einen Kofferraum (Fahrzeug: Bloodring Banger) geöffnet.
[29.06.2016 | 19:31:26] /me Tom.Reck: hat einen Kofferraum (Fahrzeug: Bloodring Banger) geöffnet.
[29.06.2016 | 19:31:39] /me Florian.Mrpacman: hat einen Kofferraum (Fahrzeug: Bloodring Banger) geöffnet.
[29.06.2016 | 19:31:40] /me Matze.Gamingtv: hat einen Kofferraum (Fahrzeug: Bloodring Banger) geöffnet.
[29.06.2016 | 19:31:43] /me Matze.Gamingtv: hat einen Kofferraum (Fahrzeug: Bloodring Banger) geöffnet.
[29.06.2016 | 19:31:43] /me Matze.Gamingtv: hat einen Kofferraum (Fahrzeug: Bloodring Banger) geöffnet.
[29.06.2016 | 19:31:44] /me Matze.Gamingtv: hat einen Kofferraum (Fahrzeug: Bloodring Banger) geöffnet.
[29.06.2016 | 19:31:44] /me Matze.Gamingtv: hat einen Kofferraum (Fahrzeug: Bloodring Banger) geöffnet.
[29.06.2016 | 19:31:44] /me Matze.Gamingtv: hat einen Kofferraum (Fahrzeug: Bloodring Banger) geöffnet.
[29.06.2016 | 19:31:44] /me Matze.Gamingtv: hat einen Kofferraum (Fahrzeug: Bloodring Banger) geöffnet.
[29.06.2016 | 19:31:44] /me Matze.Gamingtv: hat einen Kofferraum (Fahrzeug: Bloodring Banger) geöffnet.
[29.06.2016 | 19:31:45] /me Matze.Gamingtv: hat einen Kofferraum (Fahrzeug: Bloodring Banger) geöffnet.
[29.06.2016 | 19:31:45] /me Matze.Gamingtv: hat einen Kofferraum (Fahrzeug: Bloodring Banger) geöffnet.
[29.06.2016 | 19:31:45] /me Matze.Gamingtv: hat einen Kofferraum (Fahrzeug: Bloodring Banger) geöffnet.
[29.06.2016 | 19:31:45] /me Matze.Gamingtv: hat einen Kofferraum (Fahrzeug: Bloodring Banger) geöffnet.
[29.06.2016 | 19:31:45] /me Matze.Gamingtv: hat einen Kofferraum (Fahrzeug: Bloodring Banger) geöffnet.
[29.06.2016 | 19:31:45] /me Matze.Gamingtv: hat einen Kofferraum (Fahrzeug: Bloodring Banger) geöffnet.
[29.06.2016 | 19:31:46] /me Matze.Gamingtv: hat einen Kofferraum (Fahrzeug: Bloodring Banger) geöffnet.
[29.06.2016 | 19:31:46] /me Matze.Gamingtv: hat einen Kofferraum (Fahrzeug: Bloodring Banger) geöffnet.
[29.06.2016 | 19:31:46] /me Florian.Mrpacman: hat einen Kofferraum (Fahrzeug: Bloodring Banger) geöffnet.
[29.06.2016 | 19:31:51] /me Florian.Mrpacman: hat einen Kofferraum (Fahrzeug: Bloodring Banger) geöffnet.
[29.06.2016 | 19:31:51] /me Florian.Mrpacman: hat einen Kofferraum (Fahrzeug: Bloodring Banger) geöffnet.
[29.06.2016 | 19:31:51] /me Florian.Mrpacman: hat einen Kofferraum (Fahrzeug: Bloodring Banger) geöffnet.
[29.06.2016 | 19:31:52] /me Florian.Mrpacman: hat einen Kofferraum (Fahrzeug: Bloodring Banger) geöffnet.
[29.06.2016 | 19:31:52] /me Florian.Mrpacman: hat einen Kofferraum (Fahrzeug: Bloodring Banger) geöffnet.
[29.06.2016 | 19:31:52] /me Florian.Mrpacman: hat einen Kofferraum (Fahrzeug: Bloodring Banger) geöffnet.
[29.06.2016 | 19:31:52] /me Florian.Mrpacman: hat einen Kofferraum (Fahrzeug: Bloodring Banger) geöffnet.
[29.06.2016 | 19:31:52] /me Florian.Mrpacman: hat einen Kofferraum (Fahrzeug: Bloodring Banger) geöffnet.
[29.06.2016 | 19:31:52] /me Florian.Mrpacman: hat einen Kofferraum (Fahrzeug: Bloodring Banger) geöffnet.
[29.06.2016 | 19:31:53] /me Florian.Mrpacman: hat einen Kofferraum (Fahrzeug: Bloodring Banger) geöffnet.
[29.06.2016 | 19:31:53] /me Florian.Mrpacman: hat einen Kofferraum (Fahrzeug: Bloodring Banger) geöffnet.
[29.06.2016 | 19:31:53] /me Florian.Mrpacman: hat einen Kofferraum (Fahrzeug: Bloodring Banger) geöffnet.
[29.06.2016 | 19:31:53] /me Florian.Mrpacman: hat einen Kofferraum (Fahrzeug: Bloodring Banger) geöffnet.
[29.06.2016 | 19:31:55] /me Matze.Gamingtv: hat einen Kofferraum (Fahrzeug: Bloodring Banger) geöffnet.
[29.06.2016 | 19:31:55] /me Matze.Gamingtv: hat einen Kofferraum (Fahrzeug: Bloodring Banger) geöffnet.
[29.06.2016 | 19:31:56] /me Matze.Gamingtv: hat einen Kofferraum (Fahrzeug: Bloodring Banger) geöffnet.
[29.06.2016 | 19:33:00] /me Tom.Reck: hat einen Kofferraum (Fahrzeug: Bloodring Banger) geöffnet.
[29.06.2016 | 19:33:04] /me Florian.Mrpacman: hat einen Kofferraum (Fahrzeug: Bloodring Banger) geöffnet.
[29.06.2016 | 19:33:11] /me Florian.Mrpacman: hat einen Kofferraum (Fahrzeug: Bloodring Banger) geöffnet.
[29.06.2016 | 19:34:05] /me Tom.Reck: hat einen Kofferraum (Fahrzeug: Bloodring Banger) geöffnet.
[29.06.2016 | 19:34:11] /me Marcel.Redhead: hat einen Kofferraum (Fahrzeug: Bloodring Banger) geöffnet.
[29.06.2016 | 19:34:13] /me Marcel.Redhead: hat einen Kofferraum (Fahrzeug: Bloodring Banger) geöffnet.
[29.06.2016 | 19:34:13] /me Marcel.Redhead: hat einen Kofferraum (Fahrzeug: Bloodring Banger) geöffnet.
[29.06.2016 | 19:34:13] /me Marcel.Redhead: hat einen Kofferraum (Fahrzeug: Bloodring Banger) geöffnet.
[29.06.2016 | 19:34:13] /me Marcel.Redhead: hat einen Kofferraum (Fahrzeug: Bloodring Banger) geöffnet.
[29.06.2016 | 19:34:14] /me Marcel.Redhead: hat einen Kofferraum (Fahrzeug: Bloodring Banger) geöffnet.
[29.06.2016 | 19:34:14] /me Marcel.Redhead: hat einen Kofferraum (Fahrzeug: Bloodring Banger) geöffnet.
[29.06.2016 | 19:34:14] /me Marcel.Redhead: hat einen Kofferraum (Fahrzeug: Bloodring Banger) geöffnet.
[29.06.2016 | 19:34:14] /me Marcel.Redhead: hat einen Kofferraum (Fahrzeug: Bloodring Banger) geöffnet.
[29.06.2016 | 19:34:15] /me Marcel.Redhead: hat einen Kofferraum (Fahrzeug: Bloodring Banger) geöffnet.
[29.06.2016 | 19:34:15] /me Marcel.Redhead: hat einen Kofferraum (Fahrzeug: Bloodring Banger) geöffnet.
[29.06.2016 | 19:34:15] /me Marcel.Redhead: hat einen Kofferraum (Fahrzeug: Bloodring Banger) geöffnet.
[29.06.2016 | 19:34:15] /me Marcel.Redhead: hat einen Kofferraum (Fahrzeug: Bloodring Banger) geöffnet.
[29.06.2016 | 19:34:16] /me Marcel.Redhead: hat einen Kofferraum (Fahrzeug: Bloodring Banger) geöffnet.
[29.06.2016 | 19:34:16] /me Marcel.Redhead: hat einen Kofferraum (Fahrzeug: Bloodring Banger) geöffnet.
[29.06.2016 | 19:34:16] /me Marcel.Redhead: hat einen Kofferraum (Fahrzeug: Bloodring Banger) geöffnet.
[29.06.2016 | 19:34:16] /me Marcel.Redhead: hat einen Kofferraum (Fahrzeug: Bloodring Banger) geöffnet.
[29.06.2016 | 19:34:16] /me Marcel.Redhead: hat einen Kofferraum (Fahrzeug: Bloodring Banger) geöffnet.
[29.06.2016 | 19:34:17] /me Marcel.Redhead: hat einen Kofferraum (Fahrzeug: Bloodring Banger) geöffnet.
[29.06.2016 | 19:34:17] /me Marcel.Redhead: hat einen Kofferraum (Fahrzeug: Bloodring Banger) geöffnet.
[29.06.2016 | 19:34:25] /me Marcel.Redhead: hat einen Kofferraum (Fahrzeug: Uranus) geöffnet.
[29.06.2016 | 20:13:51] Florian.Mrpacman:  Danke für ihre Kooperation,Sie dürfen nun weiterfahren.
[29.06.2016 | 20:14:23] Tom.Reck: fix
[29.06.2016 | 20:50:52] /me Florian.Mrpacman: isst eine Wurstsemmel.
[29.06.2016 | 21:13:58] Florian.Mrpacman: screenshot
[29.06.2016 | 21:28:20] Holtwiesch.Lucas: hallo
[29.06.2016 | 21:29:48] Holtwiesch.Lucas: sorry ich habe kein mikrovon!!
[29.06.2016 | 21:30:09] Matze.Gamingtv: Guten Tag
[29.06.2016 | 21:30:13] Holtwiesch.Lucas: tag
[29.06.2016 | 21:30:42] Matze.Gamingtv: Haben sie Fragen?
[29.06.2016 | 21:30:55] Holtwiesch.Lucas: ich?
[29.06.2016 | 21:30:59] Matze.Gamingtv: Ja
[29.06.2016 | 21:31:11] Florian.Mrpacman: guten tag
[29.06.2016 | 21:31:32] Holtwiesch.Lucas: ja ich würde gerne wissen wie man autos kriegt?
[29.06.2016 | 21:31:44] Matze.Gamingtv: Erst einmal brauchen sie einen Führerschein
[29.06.2016 | 21:31:51] Holtwiesch.Lucas: ok
[29.06.2016 | 21:31:57] Matze.Gamingtv: Wenn sie den haben können sie beim Autohaus ein Fahrzeug Kaufen
[29.06.2016 | 21:32:10] Florian.Mrpacman: guten tag
[29.06.2016 | 21:32:17] Holtwiesch.Lucas: tag
[29.06.2016 | 21:32:31] Florian.Mrpacman: sie möchten also dennführerschein machen
[29.06.2016 | 21:32:38] Holtwiesch.Lucas: ja
[29.06.2016 | 21:32:44] Holtwiesch.Lucas: ja
[29.06.2016 | 21:32:45] Florian.Mrpacman: folgen sie mir bitte
[29.06.2016 | 21:33:26] Florian.Mrpacman: so
[29.06.2016 | 21:33:43] Florian.Mrpacman: wissen sie wie man die zündung betätigt ?
[29.06.2016 | 21:34:15] Holtwiesch.Lucas: so
[29.06.2016 | 21:34:26] Florian.Mrpacman: würden sie nach ls zum flughafen fahren 
[29.06.2016 | 21:34:34] Holtwiesch.Lucas: ok
[29.06.2016 | 21:34:39] Florian.Mrpacman: mit licht und schulter blick
[29.06.2016 | 21:35:03] Holtwiesch.Lucas: ? wie macht man das an?
[29.06.2016 | 21:35:10] Florian.Mrpacman: mit num 8
[29.06.2016 | 21:37:19] Florian.Mrpacman: jetzt möchte ich das sie nach ls zum pd fahren 
[29.06.2016 | 21:37:31] Holtwiesch.Lucas: ? pd?
[29.06.2016 | 21:37:33] Florian.Mrpacman: hier ist 100 erlaubt
[29.06.2016 | 21:37:37] Florian.Mrpacman: polizei
[29.06.2016 | 21:37:40] Holtwiesch.Lucas: ok
[29.06.2016 | 21:39:35] Florian.Mrpacman: sie sind viel zu schnell gefahren es waren  100 erlaubt
[29.06.2016 | 21:40:04] Florian.Mrpacman: ganz erlich sie sind am ende zu schnell gefahren
[29.06.2016 | 21:40:12] Holtwiesch.Lucas: :(
[29.06.2016 | 21:40:25] Florian.Mrpacman: fahren sie zurück zum hof
[29.06.2016 | 21:40:34] Florian.Mrpacman: und dann mal gucken
[29.06.2016 | 21:41:16] Florian.Mrpacman: so ich drücke mal ein auge zu
[29.06.2016 | 21:41:26] Florian.Mrpacman: haben sie 1600 dabei ?
[29.06.2016 | 21:41:36] Holtwiesch.Lucas: ja
[29.06.2016 | 21:41:38] Florian.Mrpacman: ok
[29.06.2016 | 21:42:30] Florian.Mrpacman: annehmen fuererschein
[29.06.2016 | 21:42:50] Florian.Mrpacman: ,/annehmen fuererschein müssen sie machen
[29.06.2016 | 21:42:53] Holtwiesch.Lucas: w
[29.06.2016 | 21:42:55] Holtwiesch.Lucas: ok
[29.06.2016 | 21:43:20] Holtwiesch.Lucas: ?
[29.06.2016 | 21:43:42] Florian.Mrpacman: lol
[29.06.2016 | 21:43:54] Holtwiesch.Lucas: ungultig
[29.06.2016 | 21:44:06] Florian.Mrpacman: so
[29.06.2016 | 21:45:03] Florian.Mrpacman: ich fahre sie noch zum autohaus
[29.06.2016 | 21:45:24] Holtwiesch.Lucas: ok danke
[29.06.2016 | 21:46:35] Holtwiesch.Lucas: lol lag
[29.06.2016 | 21:49:03] Holtwiesch.Lucas: was muss man machen wenn man ein auto kaufen will?
[29.06.2016 | 21:49:23] Florian.Mrpacman: ins auto einsteigen und dann auf kaufen gehen
[29.06.2016 | 21:49:27] Holtwiesch.Lucas: ok
[29.06.2016 | 21:49:51] Holtwiesch.Lucas: omg
[29.06.2016 | 21:50:34] Holtwiesch.Lucas: den
[29.06.2016 | 21:51:06] Holtwiesch.Lucas: oh ne ich habe zu wenig geld!!
[29.06.2016 | 21:51:22] Holtwiesch.Lucas: is vero geld?
[29.06.2016 | 21:51:23] Florian.Mrpacman: sie müssen zum atm und dann ein konto erstellen
[29.06.2016 | 21:51:26] Florian.Mrpacman: ja
[29.06.2016 | 21:51:44] Holtwiesch.Lucas: ich habe 10000 
[29.06.2016 | 21:52:04] Florian.Mrpacman: hä
[29.06.2016 | 21:52:26] Florian.Mrpacman: wie können sie 10000 haben
[29.06.2016 | 21:53:13] Holtwiesch.Lucas: weis ich nicht wo ich gejonht bin habe ich so viel geld bekommen!!
[29.06.2016 | 21:53:28] Florian.Mrpacman: aber sie haben doch denn führerschein bezahlt
[29.06.2016 | 21:53:34] Holtwiesch.Lucas: ja
[29.06.2016 | 21:53:48] Holtwiesch.Lucas: is das ein bug?
[29.06.2016 | 21:53:53] Florian.Mrpacman: ne
[29.06.2016 | 21:53:56] Holtwiesch.Lucas: ok
[29.06.2016 | 21:54:01] Holtwiesch.Lucas: kommesch
[29.06.2016 | 21:54:01] Florian.Mrpacman: n
[29.06.2016 | 21:54:27] Florian.Mrpacman: sie müssten 
[29.06.2016 | 21:54:43] Florian.Mrpacman: sie könnten garnicht mehr 10k haben
[29.06.2016 | 21:54:52] Holtwiesch.Lucas: habe ich aber 
[29.06.2016 | 21:54:57] Holtwiesch.Lucas: ???
[29.06.2016 | 21:54:57] Florian.Mrpacman: ok
[29.06.2016 | 21:55:20] Holtwiesch.Lucas: kann ich mir den Bobcat kaufen!
[29.06.2016 | 21:55:25] Florian.Mrpacman: kommen sie mal nach draussen
[29.06.2016 | 21:55:39] Holtwiesch.Lucas: wie kann man kaufen?
[29.06.2016 | 21:56:03] Florian.Mrpacman: kommen sie einfach mal nach draussen
[29.06.2016 | 21:56:15] Matze.Gamingtv: Sie haben ein Auto drausen
[29.06.2016 | 21:56:22] Matze.Gamingtv: Das bekommen sie geschenkt
[29.06.2016 | 21:56:29] Holtwiesch.Lucas: ok danke 
[29.06.2016 | 21:56:49] Matze.Gamingtv: Viel Spaß
[29.06.2016 | 21:56:55] Holtwiesch.Lucas: danke
[29.06.2016 | 21:57:02] Holtwiesch.Lucas: w
[29.06.2016 | 21:57:04] Florian.Mrpacman: besitzen sie ts
[29.06.2016 | 21:57:19] Holtwiesch.Lucas: wollen sie mit?
[29.06.2016 | 21:57:24] Florian.Mrpacman: ne 
[29.06.2016 | 21:57:28] Holtwiesch.Lucas: ok 
[29.06.2016 | 21:57:33] Florian.Mrpacman: aber ich habe sie was gefragt
[29.06.2016 | 21:57:41] Holtwiesch.Lucas: was?
[29.06.2016 | 21:57:46] Florian.Mrpacman: ob sie ts haben
[29.06.2016 | 21:57:56] Holtwiesch.Lucas: nein
[29.06.2016 | 21:58:05] Florian.Mrpacman: ok danke für die info
[29.06.2016 | 21:58:07] Holtwiesch.Lucas: habe ich leider nicht 
[29.06.2016 | 21:59:16] Holtwiesch.Lucas: lol ich habe mein auto kaput gemancht:(
[29.06.2016 | 21:59:56] Marcel.Redhead: hi
[29.06.2016 | 22:00:41] Holtwiesch.Lucas: was muss man machen wenn das auto kaput ist?
[29.06.2016 | 22:01:02] Matze.Gamingtv: Einen Autofixler rufen
[29.06.2016 | 22:01:13] Holtwiesch.Lucas: wie macht man das?
[29.06.2016 | 22:01:46] Matze.Gamingtv: Mit ./autofix Grund
[29.06.2016 | 22:01:51] Holtwiesch.Lucas: ok
[29.06.2016 | 22:02:25] Matze.Gamingtv: Ist aber zur zeit keiner Online.
[29.06.2016 | 22:02:32] Holtwiesch.Lucas: :(
[29.06.2016 | 22:02:35] Holtwiesch.Lucas: ok
[29.06.2016 | 22:04:25] Holtwiesch.Lucas: wo kann man sich jobs holen?
[29.06.2016 | 22:05:00] Marcel.Redhead: beim rathaus gelber punkt
[29.06.2016 | 22:05:22] Holtwiesch.Lucas: oh man das ich weit:(
[29.06.2016 | 22:05:37] Marcel.Redhead: es tut mir leid :D
[29.06.2016 | 22:05:43] Holtwiesch.Lucas: :)
[29.06.2016 | 22:06:34] Holtwiesch.Lucas: muss man sich jobs holen?
[29.06.2016 | 22:12:11] Holtwiesch.Lucas: ok
[29.06.2016 | 22:12:25] Holtwiesch.Lucas: ja
[29.06.2016 | 22:14:07] Holtwiesch.Lucas: hi
[29.06.2016 | 22:17:38] Holtwiesch.Lucas: hi
[29.06.2016 | 22:18:38] Holtwiesch.Lucas: wo bist du ?
[29.06.2016 | 22:21:48] Holtwiesch.Lucas: ich bin los santos polizei station!!
[29.06.2016 | 22:24:17] Holtwiesch.Lucas: was ist reichen ?
[29.06.2016 | 22:24:44] Florian.Mrpacman: warte bleib an der wache holle dich ab
[29.06.2016 | 22:27:06] Florian.Mrpacman: fahr mir hinterher
[29.06.2016 | 22:27:55] Florian.Mrpacman: welche meinst du fahrschule und sowas ? oder sowas wie ein bus job ?
[29.06.2016 | 22:28:06] Holtwiesch.Lucas: ja
[29.06.2016 | 22:28:39] Florian.Mrpacman: bus job meinst du solche jobs ?
[29.06.2016 | 22:28:43] Holtwiesch.Lucas: ja
[29.06.2016 | 22:29:23] Florian.Mrpacman: bus job ist das bus zeichen oben in lv
[29.06.2016 | 22:29:36] Holtwiesch.Lucas: ok
[29.06.2016 | 22:31:59] Florian.Mrpacman: netzwerk trouble
[29.06.2016 | 22:32:07] Holtwiesch.Lucas: ja
[29.06.2016 | 22:34:05] Florian.Mrpacman: ?
[29.06.2016 | 22:36:27] Florian.Mrpacman: lol ich finde dein auto nicht
[29.06.2016 | 22:36:37] Holtwiesch.Lucas: hier
[29.06.2016 | 22:36:53] Holtwiesch.Lucas: dayke
[29.06.2016 | 22:36:56] Florian.Mrpacman: im andim pandel
[29.06.2016 | 22:36:56] Holtwiesch.Lucas: danke
[29.06.2016 | 22:37:02] Holtwiesch.Lucas: ok
[29.06.2016 | 22:37:04] Florian.Mrpacman: admin*
[29.06.2016 | 22:37:54] Holtwiesch.Lucas: wieso kann ich nicht mehr mein auto aufschliesel?
